#Date/Time of Update: 2017-05-05 10:53:45 AM,#Player ID,#LastName,#FirstName,#Jersey Num,#Position,#Height,#Weight,#Birth Date,#Age,#Birth City,#Birth Country,#Rookie,#Team ID,#Team Abbr.,#Team City,#Team Name
,12032,Salituro,Dante,,RW,"5'8""",174,11/15/1996,20,"Willowdale, ON",Canada,Y,,,,
,5892,Sheary,Conor,43,LW,"5'8""",174,6/8/1992,24,"Winchester, MA",USA,N,10,PIT,Pittsburgh,Penguins
,5800,Smith,Evan,,G,"6'6""",174,2/27/1997,20,"Parker, CO",USA,Y,18,NSH,Nashville,Predators
,5817,Wideman,Chris,6,D,"5'10""",174,7/1/1990,26,"St. Louis, MI",USA,N,13,OTT,Ottawa,Senators
,5727,Bachman,Karch,46,LW,"5'11""",175,3/10/1997,20,"Fort Wayne, IN",USA,Y,4,FLO,Florida,Panthers
,11835,Bethune,Jared,,C,"6'0""",175,1/20/1997,20,"Fort Frances, ON",Canada,Y,,,,
,11801,Bodie,Mat,,D,"6'0""",175,3/7/1990,27,"East St. Paul, MB",Canada,Y,9,NYR,New York,Rangers
,5661,Brisebois,Guillaume,,D,"6'2""",175,7/21/1997,19,"Longueuil, QC",Canada,Y,21,VAN,Vancouver,Canucks
,11760,Carlisle,Chris,,D,"5'10""",175,12/16/1994,22,"Fort Lee, NJ",USA,Y,,,,
,12468,Comrie,Eric,1,G,"6'1""",175,7/6/1995,21,"Edmonton, AB",Canada,Y,47,WPJ,Winnipeg,Jets
,3772,Cullen,Mark,36,C,"5'11""",175,10/28/1978,38,"Moorhead, MN",USA,N,4,FLO,Florida,Panthers
,11803,Dea,Jean-Sebastien,39,C,"5'11""",175,2/8/1994,23,"Laval, QC",Canada,N,10,PIT,Pittsburgh,Penguins
,5424,DeAngelo,Anthony,77,D,"5'11""",175,10/24/1995,21,"Sewell, NJ",USA,Y,30,ARI,Arizona,Coyotes
,9007,Dowd,Nic,26,C,"6'1""",175,5/27/1990,26,"Huntsville, AL",USA,N,28,LAK,Los Angeles,Kings
,4435,Dwyer,Patrick,39,RW,"5'11""",175,6/22/1983,33,"Spokane, WA",USA,N,3,CAR,Carolina,Hurricanes
,4869,Ellis,Ryan,4,D,"5'10""",175,1/3/1991,26,"Hamilton, ON",Canada,N,18,NSH,Nashville,Predators
,11814,Fortin,Alexandre,82,LW,"6'0""",175,2/25/1997,20,"Blainville, QC",Canada,Y,20,CHI,Chicago,Blackhawks
,12001,Gibson,Kevin,,D,"6'0""",175,1/5/1990,27,"Grosse Pointe, MI",USA,Y,,,,
,11753,Goers,Barry,,D,"5'9""",175,6/14/1986,30,"Ivyland, PA",USA,Y,,,,
,5050,Irving,Leland,37,G,"6'0""",175,4/11/1988,29,"Barrhead, AB",Canada,N,23,CGY,Calgary,Flames
,4601,Kennedy,Tim,34,LW,"5'10""",175,4/30/1986,31,"Buffalo, NY",USA,N,30,ARI,Arizona,Coyotes
,5619,Konecny,Travis,11,C,"5'10""",175,3/11/1997,20,"London, ON",Canada,N,6,PHI,Philadelphia,Flyers
,5399,Lerg,Bryan,11,LW,"5'10""",175,1/20/1986,31,"Livonia, MI",USA,N,26,SJS,San Jose,Sharks
,11804,Leslie,Zachary,,D,"6'0""",175,1/31/1994,23,"Ottawa, ON",Canada,Y,28,LAK,Los Angeles,Kings
,11754,Leveille,Daultan,,C,"6'0""",175,8/10/1990,26,"St. Catherines, ON",Canada,Y,,,,
,5023,Miele,Andy,22,C,"5'8""",175,4/15/1988,29,"Grosse Pointe Woods, MI",USA,N,30,ARI,Arizona,Coyotes
,5832,O'Neill,Brian,18,RW,"5'9""",175,6/1/1988,28,"Yardley, PA",USA,Y,7,NJD,New Jersey,Devils
,5207,Pageau,Jean-Gabriel,44,C,"5'9""",175,11/11/1992,24,Ottawa,Canada,N,13,OTT,Ottawa,Senators
,5068,Petersson,Andre,20,RW,"5'9""",175,9/11/1990,26,Olofstrom,Sweden,Y,13,OTT,Ottawa,Senators
,4682,Pyorala,Mika,27,C,"6'0""",175,7/13/1981,35,Oulu,Finland,N,6,PHI,Philadelphia,Flyers
,4611,Quick,Kevin,51,D,"6'0""",175,3/29/1988,29,"Buffalo, NY",USA,N,1,TBL,Tampa Bay,Lightning
,11767,Ratelle,Joey,,LW,"5'10""",175,3/27/1996,21,"Otterburn Park, QC",Canada,Y,,,,
,5439,Scherbak,Nikita,38,RW,"6'1""",175,12/30/1995,21,Moscow,Russia,N,14,MTL,Montreal,Canadiens
,5150,Schroeder,Jordan,10,C,"5'8""",175,9/29/1990,26,"Lakeville, MN",USA,N,25,MIN,Minnesota,Wild
,4035,Shannon,Ryan,22,C,"5'9""",175,3/2/1983,34,"Darien, CT",USA,N,1,TBL,Tampa Bay,Lightning
,5491,Smith,Colin,37,C,"5'10""",175,6/20/1993,23,"Edmonton, AB",Canada,Y,22,COL,Colorado,Avalanche
,11737,Subban,Jordan,67,D,"5'9""",175,3/3/1995,22,"Toronto, ON",Canada,Y,21,VAN,Vancouver,Canucks
,5630,Aho,Sebastian,20,RW,"5'11""",176,7/26/1997,19,Rauma,Finland,Y,3,CAR,Carolina,Hurricanes
,5929,Archibald,Josh,45,RW,"5'10""",176,10/6/1992,24,"Regina, SK",Canada,N,10,PIT,Pittsburgh,Penguins
,4922,Bachman,Richard,32,G,"5'10""",176,7/25/1987,29,"Salt Lake City, UT",USA,N,21,VAN,Vancouver,Canucks
,5623,Beauvillier,Anthony,72,LW,"5'10""",176,6/8/1997,19,"Sorel-Tracy, QC",Canada,Y,8,NYI,New York,Islanders
,9649,Borgstrom,Henrik,,C,"6'3""",176,8/6/1997,19,Helsinki,Finland,Y,,,,
,5082,Camper,Carter,58,C,"5'9""",176,7/6/1988,28,"Cleveland, OH",USA,Y,11,BOS,Boston,Bruins
,11823,Fazleev,Radel,,C,"6'1""",176,1/7/1996,21,Kazan,Russia,Y,6,PHI,Philadelphia,Flyers
,5481,Forsberg,Anton,31,G,"6'2""",176,11/27/1992,24,Harnosand,Sweden,N,19,CBJ,Columbus,Blue Jackets
,100,Gionta,Brian,12,RW,"5'7""",176,1/18/1979,38,"Rochester, NY",USA,N,15,BUF,Buffalo,Sabres
,5797,Hansson,Petter,,D,"6'1""",176,5/16/1996,20,Gislaved,Sweden,Y,8,NYI,New York,Islanders
,4426,Hoffman,Mike,68,C,"5'11""",176,11/24/1989,27,"Kitchener, ON",Canada,N,13,OTT,Ottawa,Senators
,12386,Jones,Connor,48,C,"5'9""",176,8/16/1990,26,"Montrose, BC",Canada,Y,8,NYI,New York,Islanders
,5657,Kovacs,Robin,,RW,"6'0""",176,11/16/1996,20,Stockholm,Sweden,Y,,,,
,5697,Malgin,Denis,62,C,"5'9""",176,1/18/1997,20,Olten,Switzerland,Y,4,FLO,Florida,Panthers
,5793,Niku,Sami,,D,"6'0""",176,10/10/1996,20,Haapavesi,Finland,Y,47,WPJ,Winnipeg,Jets
,5732,Simon,Dominik,49,C,"5'11""",176,8/8/1994,22,Prague,Czech Republic,N,10,PIT,Pittsburgh,Penguins
,5229,Svedberg,Niklas,72,G,"6'0""",176,9/4/1989,27,Sollentuna,Sweden,Y,11,BOS,Boston,Bruins
,5803,Svoboda,Miroslav,,G,"6'3""",176,3/7/1995,22,Vsetin,Czech Republic,Y,24,EDM,Edmonton,Oilers
,11727,Wallmark,Lucas,71,C,"6'0""",176,9/5/1995,21,Umea,Sweden,Y,3,CAR,Carolina,Hurricanes
,5404,Berube,Jean-Francois,30,G,"6'1""",177,7/13/1991,25,"Repentigny, QC",Canada,N,8,NYI,New York,Islanders
,5612,Connor,Kyle,81,LW,"6'1""",177,12/9/1996,20,"Shelby Township, MI",USA,Y,47,WPJ,Winnipeg,Jets
,4739,Desharnais,David,13,C,"5'7""",177,9/14/1986,30,"Laurier-Station, QC",Canada,N,24,EDM,Edmonton,Oilers
,5264,Fontaine,Justin,14,RW,"5'10""",177,11/6/1987,29,"Bonneville, AB",Canada,N,25,MIN,Minnesota,Wild
,5102,Genoway,Chay,47,D,"5'9""",177,12/20/1986,30,"Morden, MB",Canada,N,25,MIN,Minnesota,Wild
,4987,Huberdeau,Jonathan,11,LW,"6'1""",177,6/4/1993,23,"St. Jerome, QC",Canada,N,4,FLO,Florida,Panthers
,5139,Laughton,Scott,21,C,"6'1""",177,5/30/1994,22,"Oakville, ON",Canada,N,6,PHI,Philadelphia,Flyers
,11765,Miceli,Angelo,,C,"5'10""",177,3/1/1994,23,"Montreal, QC",Canada,Y,,,,
,440,Ribeiro,Mike,63,C,"6'0""",177,2/10/1980,37,"Montreal, QC",Canada,N,18,NSH,Nashville,Predators
,10071,Schmaltz,Nick,8,C,"6'0""",177,2/23/1996,21,"Madison, WI",USA,N,20,CHI,Chicago,Blackhawks
,5716,Shea,Ryan,,D,"6'1""",177,2/11/1997,20,"Milton, MA",USA,Y,20,CHI,Chicago,Blackhawks
,9656,Steel,Sam,,C,"5'11""",177,2/3/1998,19,"Sherwood Park, AB",Canada,N,29,ANA,Anaheim,Ducks
,11816,Zaar,Daniel,63,RW,"5'11""",177,4/24/1994,23,Helsingborg,Sweden,Y,19,CBJ,Columbus,Blue Jackets
,5415,Bennett,Sam,93,C,"6'1""",178,6/20/1996,20,"Holland Landing, ON",Canada,N,23,CGY,Calgary,Flames
,10178,Bertuzzi,Tyler,59,LW,"6'0""",178,2/24/1995,22,"Sudbury, ON",Canada,Y,16,DET,Detroit,Red Wings
,5451,Burakovsky,Andre,65,LW,"6'1""",178,2/9/1995,22,Klagenfurt,Austria,N,5,WSH,Washington,Capitals
,5658,Capobianco,Kyle,,D,"6'1""",178,8/13/1997,19,"Mississauga, ON",Canada,Y,,,,
,11846,Cassels,Cole,52,C,"6'0""",178,5/4/1995,22,"Hartford, CT",USA,Y,21,VAN,Vancouver,Canucks
,5149,Gallagher,Brendan,11,RW,"5'9""",178,5/6/1992,25,"Edmonton, AB",Canada,N,14,MTL,Montreal,Canadiens
,5428,Kapanen,Kasperi,28,RW,,178,,,Kuopio,Finland,N,12,TOR,Toronto,Maple Leafs
,5045,Leblanc,Louis,71,C,,178,1/26/1991,26,"Pointe-Claire, QC",Canada,N,14,MTL,Montreal,Canadiens
,5545,Markov,Andrey,1,G,"6'1""",178,4/20/1993,24,Kazan,Russia,Y,15,BUF,Buffalo,Sabres
,5402,Miller,Andrew,58,C,"5'10""",178,9/18/1988,28,"Bloomfield Hills, MI",USA,N,24,EDM,Edmonton,Oilers
,4261,Miller,Drew,20,LW,"6'2""",178,2/17/1984,33,"Dover, NJ",USA,N,16,DET,Detroit,Red Wings
,5894,Murray,Matthew,30,G,"6'4""",178,5/25/1994,22,Thunder Bay,Canada,N,10,PIT,Pittsburgh,Penguins
,11647,Peca,Matthew,63,C,"5'8""",178,4/27/1993,24,"Petawawa, ON",Canada,Y,1,TBL,Tampa Bay,Lightning
,5372,Rattie,Ty,8,RW,"6'0""",178,2/5/1993,24,"Calgary, AB",Canada,N,3,CAR,Carolina,Hurricanes
,5923,Rau,Kyle,92,C,"5'8""",178,10/24/1992,24,"Hoffman Estates, IL",USA,N,4,FLO,Florida,Panthers
,4364,Reddox,Liam,85,LW,"5'11""",178,1/27/1986,31,"Whitby, ON",Canada,N,24,EDM,Edmonton,Oilers
,9648,Rubtsov,German,,C,"6'2""",178,6/27/1998,18,Chekhov,Russia,Y,,,,
,5128,Smith,Jeremy,40,G,"6'0""",178,4/13/1989,28,"Dearborn, MI",USA,Y,22,COL,Colorado,Avalanche
,5694,Wagner,Austin,,LW,"6'1""",178,6/23/1997,19,"Calgary, AB",Canada,Y,28,LAK,Los Angeles,Kings
,5801,Bednard,Ryan,,G,"6'4""",179,3/31/1997,20,"Macomb, MI",USA,Y,4,FLO,Florida,Panthers
,4974,Da Costa,Stephane,24,C,"5'11""",179,7/11/1989,27,Paris,France,N,13,OTT,Ottawa,Senators
,11766,Faille,Eric,,RW,"6'0""",179,7/27/1989,27,"Lachine, QC",Canada,Y,,,,
,5779,Huska,Adam,,G,"6'3""",179,5/12/1997,19,Zvolen,Slovakia,Y,9,NYR,New York,Rangers
,9631,Juolevi,Olli,,D,"6'3""",179,5/5/1998,19,Helsinki,Finland,Y,,,,
